floorplan_idx,room_count,area_m2,scenario,algorithm,microphones,target_room,interferer_room,noise_room,estimated_room,room_correct,localization_error_m,reference_microphone,input_snr_db,output_snr_db,snr_improvement_db,input_si_sdr_db,output_si_sdr_db,si_sdr_improvement_db,input_stoi,output_stoi,stoi_improvement,input_pesq,output_pesq,pesq_improvement,input_dry_si_sdr_db,output_dry_si_sdr_db,input_dry_stoi,output_dry_stoi,input_dry_pesq,output_dry_pesq,processing_s,rtf
985,10,144.7309,cross_room,mwf,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,24.1243,8.2758,15.8149,22.1574,6.3425,0.90622,0.9723,0.06609,1.93932,3.11358,1.17426,-2.4906,-2.3869,0.71974,0.74771,1.05252,1.06431,0.019625,0.008351
1063,12,104.7056,same_room,best_single,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,2.661,0.0,2.5556,2.5556,0.0,0.67913,0.67913,0.0,1.10505,1.10505,0.0,-9.482,-9.482,0.63928,0.63928,1.0319,1.0319,0.0,0.0
1063,12,104.7056,same_room,ds,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,2.1217,-0.5393,2.5556,-0.604,-3.1596,0.67913,0.57726,-0.10187,1.10505,1.06584,-0.03921,-9.482,-11.3098,0.63928,0.59747,1.0319,1.02837,0.01118,0.004758
1063,12,104.7056,same_room,weighted_ds,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,2.989,0.3281,2.5556,1.6397,-0.9159,0.67913,0.66332,-0.01582,1.10505,1.09521,-0.00985,-9.482,-10.0742,0.63928,0.6323,1.0319,1.02941,0.011155,0.004747
1063,12,104.7056,same_room,mvdr,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,9.4029,6.7419,2.5556,-9.4388,-11.9944,0.67913,0.34211,-0.33702,1.10505,1.06569,-0.03936,-9.482,-15.286,0.63928,0.50052,1.0319,1.02479,0.020584,0.008759
1063,12,104.7056,same_room,gev,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,11.3714,8.7104,2.5556,-8.8324,-11.388,0.67913,0.54246,-0.13668,1.10505,1.14154,0.03649,-9.482,-13.0094,0.63928,0.60316,1.0319,1.03373,0.029459,0.012536
1063,12,104.7056,same_room,mwf,8,living_0,living_0,bathroom_3,bathroom_2,False,1.2583,balcony_3:aux:1,2.661,10.8661,8.2052,2.5556,8.074,5.5184,0.67913,0.83392,0.15479,1.10505,1.47882,0.37377,-9.482,-8.348,0.63928,0.7344,1.0319,1.05643,0.020784,0.008844
1063,12,104.7056,cross_room,best_single,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,25.3124,0.0,25.3174,25.3174,0.0,0.98744,0.98744,0.0,3.36848,3.36848,0.0,-7.891,-7.891,0.82002,0.82002,1.07472,1.07472,0.0,0.0
1063,12,104.7056,cross_room,ds,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,7.3344,-17.978,25.3174,2.6188,-22.6985,0.98744,0.65647,-0.33097,3.36848,1.13719,-2.23129,-7.891,-9.8371,0.82002,0.63893,1.07472,1.0329,0.01059,0.004506
1063,12,104.7056,cross_room,weighted_ds,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,24.1352,-1.1771,25.3174,19.8834,-5.4339,0.98744,0.97975,-0.0077,3.36848,3.17869,-0.18979,-7.891,-7.891,0.82002,0.80806,1.07472,1.07411,0.011908,0.005067
1063,12,104.7056,cross_room,mvdr,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,25.4058,0.0934,25.3174,5.0163,-20.301,0.98744,0.94357,-0.04388,3.36848,2.5842,-0.78427,-7.891,-10.9723,0.82002,0.80049,1.07472,1.06092,0.019976,0.008501
1063,12,104.7056,cross_room,gev,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,21.7436,-3.5687,25.3174,-1.0296,-26.347,0.98744,0.94175,-0.04569,3.36848,2.49671,-0.87177,-7.891,-10.2962,0.82002,0.74788,1.07472,1.11624,0.029241,0.012443
1063,12,104.7056,cross_room,mwf,8,living_0,bedroom_2,bathroom_3,bathroom_2,False,1.2575,balcony_3:aux:1,25.3124,29.3086,3.9962,25.3174,28.2212,2.9038,0.98744,0.99438,0.00694,3.36848,3.86571,0.49724,-7.891,-7.8833,0.82002,0.82292,1.07472,1.07481,0.019928,0.00848
8138,12,115.2963,same_room,best_single,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,6.4549,0.0,6.21,6.21,0.0,0.76006,0.76006,0.0,1.22173,1.22173,0.0,-5.5614,-5.5614,0.6461,0.6461,1.03085,1.03085,0.0,0.0
8138,12,115.2963,same_room,ds,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,6.4206,-0.0343,6.21,0.1402,-6.0698,0.76006,0.54025,-0.21981,1.22173,1.13272,-0.08901,-5.5614,-12.4101,0.6461,0.54129,1.03085,1.03564,0.011445,0.00487
8138,12,115.2963,same_room,weighted_ds,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,8.3548,1.8999,6.21,1.4988,-4.7112,0.76006,0.60132,-0.15874,1.22173,1.19468,-0.02705,-5.5614,-11.9642,0.6461,0.56676,1.03085,1.0406,0.011168,0.004752
8138,12,115.2963,same_room,mvdr,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,16.7638,10.309,6.21,-3.4952,-9.7052,0.76006,0.57971,-0.18035,1.22173,1.27374,0.05201,-5.5614,-11.2837,0.6461,0.59503,1.03085,1.04605,0.020506,0.008726
8138,12,115.2963,same_room,gev,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,15.093,8.6381,6.21,-7.2453,-13.4553,0.76006,0.68839,-0.07167,1.22173,1.47214,0.2504,-5.5614,-13.1167,0.6461,0.63243,1.03085,1.0712,0.030307,0.012897
8138,12,115.2963,same_room,mwf,8,living_0,living_0,bathroom_3,living_0,True,0.0806,balcony_2:aux:1,6.4549,18.1692,11.7144,6.21,15.63,9.42,0.76006,0.91642,0.15637,1.22173,2.17097,0.94924,-5.5614,-4.8228,0.6461,0.68664,1.03085,1.05915,0.021892,0.009316
8138,12,115.2963,cross_room,best_single,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,17.4696,0.0,17.4933,17.4933,0.0,0.93408,0.93408,0.0,2.23355,2.23355,0.0,-4.7115,-4.7115,0.71672,0.71672,1.0504,1.0504,0.0,0.0
8138,12,115.2963,cross_room,ds,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,5.9522,-11.5174,17.4933,-0.0919,-17.5852,0.93408,0.53479,-0.39928,2.23355,1.11002,-1.12353,-4.7115,-12.6431,0.71672,0.53364,1.0504,1.03181,0.016532,0.007035
8138,12,115.2963,cross_room,weighted_ds,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,13.6918,-3.7778,17.4933,3.7421,-13.7512,0.93408,0.73488,-0.19919,2.23355,1.36457,-0.86898,-4.7115,-11.0246,0.71672,0.63674,1.0504,1.04017,0.011356,0.004832
8138,12,115.2963,cross_room,mvdr,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,22.2378,4.7682,17.4933,2.3601,-15.1332,0.93408,0.79243,-0.14165,2.23355,1.89283,-0.34072,-4.7115,-11.1973,0.71672,0.66401,1.0504,1.04793,0.020642,0.008784
8138,12,115.2963,cross_room,gev,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,20.072,2.6024,17.4933,2.4507,-15.0426,0.93408,0.8394,-0.09468,2.23355,2.02809,-0.20546,-4.7115,-9.0276,0.71672,0.69659,1.0504,1.05183,0.029554,0.012576
8138,12,115.2963,cross_room,mwf,8,living_0,bedroom_0,bathroom_3,living_0,True,0.0805,balcony_2:aux:1,17.4696,22.1743,4.7047,17.4933,20.0583,2.5651,0.93408,0.96631,0.03224,2.23355,2.87348,0.63993,-4.7115,-4.7871,0.71672,0.71426,1.0504,1.0599,0.019336,0.008228
7213,12,132.96,same_room,best_single,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,5.3461,0.0,5.4296,5.4296,0.0,0.6964,0.6964,0.0,1.19894,1.19894,0.0,-13.1013,-13.1013,0.52948,0.52948,1.03121,1.03121,0.0,0.0
7213,12,132.96,same_room,ds,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,5.8702,0.5242,5.4296,3.1103,-2.3193,0.6964,0.64551,-0.0509,1.19894,1.18956,-0.00939,-13.1013,-12.8645,0.52948,0.55845,1.03121,1.03876,0.011192,0.004763
7213,12,132.96,same_room,weighted_ds,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,6.8686,1.5226,5.4296,4.7767,-0.6529,0.6964,0.69195,-0.00446,1.19894,1.23749,0.03855,-13.1013,-12.6179,0.52948,0.56345,1.03121,1.03709,0.011057,0.004705
7213,12,132.96,same_room,mvdr,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,16.7115,11.3655,5.4296,-1.2797,-6.7093,0.6964,0.6542,-0.04221,1.19894,1.559,0.36006,-13.1013,-12.4185,0.52948,0.59586,1.03121,1.06152,0.0201,0.008553
7213,12,132.96,same_room,gev,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,11.808,6.4619,5.4296,-4.6876,-10.1172,0.6964,0.66642,-0.02998,1.19894,1.42768,0.22874,-13.1013,-13.4699,0.52948,0.58539,1.03121,1.09917,0.028846,0.012275
7213,12,132.96,same_room,mwf,8,living_0,living_0,balcony_3,living_0,True,0.4652,bathroom_2:aux:1,5.3461,14.3443,8.9982,5.4296,12.393,6.9634,0.6964,0.85304,0.15664,1.19894,1.74564,0.5467,-13.1013,-11.6421,0.52948,0.63601,1.03121,1.04624,0.019763,0.00841
7213,12,132.96,cross_room,best_single,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,13.2653,0.0,13.2439,13.2439,0.0,0.88505,0.88505,0.0,1.81933,1.81933,0.0,-8.1369,-8.1369,0.46811,0.46811,1.03447,1.03447,0.0,0.0
7213,12,132.96,cross_room,ds,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,4.8428,-8.4226,13.2439,1.4456,-11.7983,0.88505,0.61774,-0.26732,1.81933,1.16042,-0.65891,-8.1369,-12.6236,0.46811,0.55812,1.03447,1.03463,0.011868,0.00505
7213,12,132.96,cross_room,weighted_ds,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,11.923,-1.3424,13.2439,6.2672,-6.9767,0.88505,0.7989,-0.08615,1.81933,1.50917,-0.31016,-8.1369,-11.705,0.46811,0.63438,1.03447,1.04106,0.011167,0.004752
7213,12,132.96,cross_room,mvdr,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,20.5459,7.2806,13.2439,6.2542,-6.9897,0.88505,0.89611,0.01106,1.81933,2.13833,0.319,-8.1369,-12.9139,0.46811,0.64302,1.03447,1.04619,0.02089,0.008889
7213,12,132.96,cross_room,gev,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,17.6203,4.355,13.2439,5.1341,-8.1098,0.88505,0.87097,-0.01408,1.81933,1.82408,0.00475,-8.1369,-12.9256,0.46811,0.52854,1.03447,1.06903,0.029965,0.012751
7213,12,132.96,cross_room,mwf,8,living_0,bedroom_0,balcony_3,living_0,True,0.465,balcony_2:aux:1,13.2653,19.6435,6.3782,13.2439,17.5352,4.2913,0.88505,0.94335,0.0583,1.81933,2.60174,0.78241,-8.1369,-8.5318,0.46811,0.45656,1.03447,1.04192,0.020072,0.008541
11,12,155.0128,same_room,best_single,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,0.6613,0.0,0.8598,0.8598,0.0,0.60753,0.60753,0.0,1.09119,1.09119,0.0,-13.0356,-13.0356,0.42315,0.42315,1.0246,1.0246,0.0,0.0
11,12,155.0128,same_room,ds,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,2.7311,2.0697,0.8598,0.7062,-0.1537,0.60753,0.54362,-0.0639,1.09119,1.10358,0.01239,-13.0356,-14.1198,0.42315,0.47654,1.0246,1.02749,0.011088,0.004718
11,12,155.0128,same_room,weighted_ds,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,2.976,2.3146,0.8598,1.2685,0.4086,0.60753,0.58603,-0.0215,1.09119,1.11511,0.02392,-13.0356,-13.5786,0.42315,0.45766,1.0246,1.02557,0.011154,0.004747
11,12,155.0128,same_room,mvdr,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,11.7784,11.117,0.8598,-2.7985,-3.6583,0.60753,0.55002,-0.05751,1.09119,1.2711,0.17991,-13.0356,-14.9488,0.42315,0.50635,1.0246,1.03562,0.019681,0.008375
11,12,155.0128,same_room,gev,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,12.4602,11.7989,0.8598,-5.1674,-6.0273,0.60753,0.59018,-0.01734,1.09119,1.35758,0.26639,-13.0356,-13.7146,0.42315,0.51827,1.0246,1.04917,0.029589,0.012591
11,12,155.0128,same_room,mwf,8,living_0,living_0,bathroom_3,living_0,True,2.4501,balcony_1:center,0.6613,11.2036,10.5423,0.8598,7.8818,7.0219,0.60753,0.79348,0.18595,1.09119,1.5033,0.41211,-13.0356,-10.4118,0.42315,0.48105,1.0246,1.03676,0.020762,0.008835
11,12,155.0128,cross_room,best_single,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,21.4752,0.0,21.4632,21.4632,0.0,0.96643,0.96643,0.0,2.86812,2.86812,0.0,-7.6898,-7.6898,0.65339,0.65339,1.04447,1.04447,0.0,0.0
11,12,155.0128,cross_room,ds,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,3.6766,-17.7986,21.4632,0.7054,-20.7578,0.96643,0.53684,-0.42959,2.86812,1.10863,-1.75949,-7.6898,-14.2942,0.65339,0.4795,1.04447,1.02878,0.010816,0.004602
11,12,155.0128,cross_room,weighted_ds,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,20.4767,-0.9985,21.4632,16.8212,-4.6421,0.96643,0.9515,-0.01494,2.86812,2.64761,-0.22051,-7.6898,-8.5601,0.65339,0.62462,1.04447,1.04428,0.011395,0.004849
11,12,155.0128,cross_room,mvdr,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,23.569,2.0938,21.4632,6.6855,-14.7777,0.96643,0.89522,-0.07121,2.86812,2.60206,-0.26606,-7.6898,-11.5839,0.65339,0.57327,1.04447,1.03928,0.020652,0.008788
11,12,155.0128,cross_room,gev,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,25.3505,3.8753,21.4632,7.6636,-13.7996,0.96643,0.94221,-0.02422,2.86812,2.94085,0.07272,-7.6898,-9.2123,0.65339,0.62734,1.04447,1.16444,0.028799,0.012255
11,12,155.0128,cross_room,mwf,8,living_0,bedroom_1,bathroom_3,living_0,True,2.4484,balcony_0:center,21.4752,24.6805,3.2053,21.4632,23.4885,2.0253,0.96643,0.98156,0.01513,2.86812,3.43083,0.56271,-7.6898,-7.7492,0.65339,0.65534,1.04447,1.04475,0.020734,0.008823
368,12,221.1972,same_room,best_single,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,5.2239,0.0,5.3724,5.3724,0.0,0.73039,0.73039,0.0,1.25431,1.25431,0.0,-11.1045,-11.1045,0.53999,0.53999,1.21734,1.21734,0.0,0.0
368,12,221.1972,same_room,ds,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,6.1588,0.9349,5.3724,4.8658,-0.5066,0.73039,0.70948,-0.02091,1.25431,1.27344,0.01912,-11.1045,-12.5974,0.53999,0.57118,1.21734,1.03029,0.014663,0.006239
368,12,221.1972,same_room,weighted_ds,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,8.3447,3.1208,5.3724,7.2912,1.9187,0.73039,0.7774,0.04701,1.25431,1.40979,0.15548,-11.1045,-11.7653,0.53999,0.54019,1.21734,1.0344,0.010986,0.004675
368,12,221.1972,same_room,mvdr,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,16.5106,11.2867,5.3724,5.5953,0.2228,0.73039,0.82379,0.0934,1.25431,2.01263,0.75832,-11.1045,-12.7799,0.53999,0.60205,1.21734,1.03819,0.023256,0.009896
368,12,221.1972,same_room,gev,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,16.2742,11.0503,5.3724,5.6822,0.3097,0.73039,0.85699,0.1266,1.25431,2.08035,0.82604,-11.1045,-12.1984,0.53999,0.56611,1.21734,1.03735,0.02959,0.012591
368,12,221.1972,same_room,mwf,8,living_0,living_0,balcony_0,living_0,True,0.0581,kitchen_0:center,5.2239,15.3105,10.0866,5.3724,13.4179,8.0454,0.73039,0.88446,0.15407,1.25431,2.20233,0.94802,-11.1045,-10.3796,0.53999,0.59423,1.21734,1.03822,0.020681,0.0088
368,12,221.1972,cross_room,best_single,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,16.9526,0.0,16.9382,16.9382,0.0,0.92744,0.92744,0.0,2.43517,2.43517,0.0,-10.2092,-10.2092,0.62577,0.62577,1.0392,1.0392,0.0,0.0
368,12,221.1972,cross_room,ds,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,6.5448,-10.4078,16.9382,5.0335,-11.9047,0.92744,0.70237,-0.22507,2.43517,1.29193,-1.14324,-10.2092,-12.4724,0.62577,0.57843,1.0392,1.03498,0.009871,0.0042
368,12,221.1972,cross_room,weighted_ds,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,18.9195,1.9669,16.9382,12.8268,-4.1114,0.92744,0.91903,-0.00841,2.43517,2.69072,0.25555,-10.2092,-11.6362,0.62577,0.56832,1.0392,1.03887,0.009738,0.004144
368,12,221.1972,cross_room,mvdr,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,22.5377,5.5851,16.9382,5.4397,-11.4985,0.92744,0.85599,-0.07145,2.43517,2.49604,0.06087,-10.2092,-13.2865,0.62577,0.61387,1.0392,1.04077,0.017077,0.007267
368,12,221.1972,cross_room,gev,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,21.9052,4.9526,16.9382,6.7969,-10.1413,0.92744,0.90286,-0.02459,2.43517,2.95429,0.51912,-10.2092,-13.0102,0.62577,0.5359,1.0392,1.03555,0.026952,0.011469
368,12,221.1972,cross_room,mwf,8,living_0,bedroom_3,balcony_0,living_0,True,0.0581,kitchen_0:center,16.9526,20.5958,3.6432,16.9382,19.151,2.2128,0.92744,0.95343,0.02599,2.43517,3.04962,0.61445,-10.2092,-10.307,0.62577,0.61642,1.0392,1.04366,0.017224,0.00733
